id,title,release_date,moby_score,moby_url,platforms,genres,developers,publishers
790,Magic Carpet 2: The Netherworlds,1995-09-29,8.22,https://www.mobygames.com/game/790/magic-carpet-2-the-netherworlds/,"DOS, Windows, Macintosh","Action, 1st-person, Flight / aviation, Shooter, Fantasy, Direct control, Middle East","Bullfrog Productions, Ltd.","Corvus Verlags- und Mediengesellschaft, Electronic Arts, Inc."
4397,Pokémon Blue Version,1998-09,8.22,https://www.mobygames.com/game/4397/pokemon-blue-version/,"Game Boy, Nintendo 3DS","Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Nintendo Co., Ltd., Creatures, Inc., Game Freak, Inc.","Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH"
167763,Walkabout Mini Golf,2020-09-24,8.22,https://www.mobygames.com/game/167763/walkabout-mini-golf/,"Windows, Quest, PlayStation 5","Sports, 1st-person, Golf, Direct control, Motion control","Mighty Coconut, LLC","Mighty Coconut, LLC"
871,Fables & Fiends: Hand of Fate,1993,8.22,https://www.mobygames.com/game/871/fables-fiends-hand-of-fate/,"DOS, Windows, PC-98, FM Towns, Macintosh","Adventure, Puzzle elements, Fantasy, 3rd-person (Other), Graphic adventure, Point and select","Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc., StarCraft, Inc., Sold Out Sales & Marketing Ltd., Virgin Games, Inc., Electronic Arts, Inc."
69433,The Binding of Isaac: Rebirth,2014-11-04,8.22,https://www.mobygames.com/game/69433/the-binding-of-isaac-rebirth/,"Linux, Windows, Macintosh, PS Vita, Wii U, PlayStation 4, New Nintendo 3DS, Nintendo Switch, Xbox One","Action, Shooter, Diagonal-down, Roguelike","Nicalis, Inc.","Pikii, Nicalis, Inc."
188150,Stray,2022-07-19,8.22,https://www.mobygames.com/game/188150/stray/,"Windows, PlayStation 4, PlayStation 5, Xbox Series, Xbox One, Windows Apps, Nintendo Switch","Action, Platform, Puzzle elements, Post-apocalyptic, Cyberpunk / dark sci-fi, Stealth, Behind view, Direct control",BlueTwelve Studio Ltd.,"Annapurna Games, LLC"
15620,World of WarCraft,2004-11-23,8.22,https://www.mobygames.com/game/15620/world-of-warcraft/,"Windows, Macintosh","1st-person, Real-time, Role-playing (RPG), Fantasy, Persistent, Behind view, Massively Multiplayer, Point and select, Direct control, Steampunk",Blizzard Entertainment Inc.,"Soft Club, Times Newspapers Limited, Blizzard Entertainment Inc., The9 Limited, NetEase, Inc."
4663,Total Air War,1998-11-27,8.22,https://www.mobygames.com/game/4663/total-air-war/,Windows,"Simulation, Strategy / tactics, 1st-person, Top-down, Flight / aviation, Vehicular combat",Digital Image Design Ltd.,"Ocean Software Ltd., Infogrames Europe SA, Imagineer Co., Ltd."
22299,Dead or Alive 4,2005-12-29,8.22,https://www.mobygames.com/game/22299/dead-or-alive-4/,Xbox 360,"Action, Side view, Martial arts, Fighting, Anime / Manga, 2D scrolling",Team Ninja,"Tecmo, Inc., Tecmo, Ltd."
104997,Octopath Traveler,2018-07-13,8.22,https://www.mobygames.com/game/104997/octopath-traveler/,"Windows, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series, Windows Apps, Stadia, Xbox Cloud Gaming, PlayStation 4","Side view, Puzzle elements, Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, 2D scrolling, Japanese-style RPG (JRPG), Direct control, Menu structures, Multiple units/characters control, Medieval",Acquire Corp.,"Arc System Works Asia Branch, Nintendo of Korea Co., Ltd., Nintendo of Canada Ltd., Square Enix Co., Ltd., Nintendo of America Inc., Square Enix, Inc., Nintendo of Europe GmbH"
1727,Populous II: Trials of the Olympian Gods,1991-11,8.22,https://www.mobygames.com/game/1727/populous-ii-trials-of-the-olympian-gods/,"DOS, Windows, SNES, Genesis, Amiga, Atari ST, Macintosh, PC-98, FM Towns, Sharp X68000","Strategy / tactics, Real-time, Isometric, Fantasy, Diagonal-down, Point and select, Classical antiquity, Real-time strategy (RTS)","Bullfrog Productions, Ltd.","Bullfrog Productions, Ltd., Electronic Arts, Inc., Virgin Games, Ltd., Imagineer Co., Ltd."
19892,Grand Theft Auto: Liberty City Stories,2005-10-24,8.22,https://www.mobygames.com/game/19892/grand-theft-auto-liberty-city-stories/,"PlayStation 2, PSP, PlayStation 3, iPhone, iPad, Android","Action, Racing / Driving, Shooter, Crime, Behind view, Direct control, Automobile, Street racing, Contemporary, Regional differences","Rockstar Leeds Ltd., Rockstar North Ltd.","Rockstar Games, Inc., Sony Computer Entertainment America LLC, Capcom Co., Ltd., ak tronic Software & Services GmbH"
221443,Botany Manor,2024-04-09,8.22,https://www.mobygames.com/game/221443/botany-manor/,"Windows, Windows Apps, Xbox One, Nintendo Switch, Xbox Series, Xbox Cloud Gaming","Simulation, 1st-person, Puzzle elements, Direct control, Europe, Industrial Age",Balloon Studios,"Whitethorn Digital, Whitethorn Games"
42120,Tetris,1989-11,8.22,https://www.mobygames.com/game/42120/tetris/,NES,"Action, Side view, Puzzle, Fixed / flip-screen, Falling block puzzle, Direct control","Nintendo Co., Ltd.","Nintendo of America Inc., Playtronic Industrial Ltda."
80910,The Legend of Heroes: Trails of Cold Steel,2013-09-26,8.22,https://www.mobygames.com/game/80910/the-legend-of-heroes-trails-of-cold-steel/,"Windows, PlayStation 3, PS Vita, PlayStation 4, Nintendo Switch","Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, 3rd-person (Other), Free camera, Japanese-style RPG (JRPG)","Nihon Falcom Corp., SIMS Co., Ltd.","Clouded Leopard Entertainment Inc., Marvelous USA, Inc., Nihon Falcom Corp., XSEED Games"
49724,Castlevania: Lords of Shadow,2010-10-05,8.22,https://www.mobygames.com/game/49724/castlevania-lords-of-shadow/,"Xbox 360, PlayStation 3","Action, Puzzle elements, Hack and slash, Fantasy, Behind view, Quick Time Events (QTEs)",Mercury Steam Entertainment S.L.,"Konami Digital Entertainment Co., Ltd."
4952,Crash Bandicoot 2: Cortex Strikes Back,1997-11-05,8.22,https://www.mobygames.com/game/4952/crash-bandicoot-2-cortex-strikes-back/,"PlayStation, PSP, PlayStation 3, Android, PS Vita","Action, Platform, Fantasy, 3rd-person (Other), Direct control, Regional differences","Naughty Dog, Inc.","Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment America Inc., Sony Computer Entertainment Inc."
158495,Nioh 2: Complete Edition,2021-02-05,8.22,https://www.mobygames.com/game/158495/nioh-2-complete-edition/,"Windows, PlayStation 5, PlayStation 4","Role-playing (RPG), Hack and slash, Compilation, Fantasy, Behind view, Action RPG, Direct control, Japan (Ancient/Classical/Medieval)",Team Ninja,"Sony Interactive Entertainment Europe Ltd., Koei Tecmo Games Co., Ltd."
1749,Deus Ex,2000-06-22,8.22,https://www.mobygames.com/game/1749/deus-ex/,"Windows, PlayStation 2, Macintosh, PlayStation 3","1st-person, Sci-fi / futuristic, Shooter, Role-playing (RPG), Cyberpunk / dark sci-fi, Stealth, Action RPG, Direct control",Ion Storm Austin,"Sold Out Sales & Marketing Ltd., ak tronic Software & Services GmbH, Acer TWP Corp, Noviy Disk, Square Enix Limited, Aspyr Media, Inc., Eidos Interactive Limited"
24693,Guild Wars: Nightfall,2006-10-27,8.22,https://www.mobygames.com/game/24693/guild-wars-nightfall/,Windows,"1st-person, Role-playing (RPG), Fantasy, Persistent, Behind view, Action RPG","ArenaNet, LLC",NCsoft Corporation
58779,Halo 4,2012-11-06,8.22,https://www.mobygames.com/game/58779/halo-4/,Xbox 360,"Action, 1st-person, Sci-fi / futuristic, Shooter, War, Behind view, Direct control","343 Industries, Inc.","Microsoft Corporation, ak tronic Software & Services GmbH"
32902,NHL 08,2007-09-12,8.22,https://www.mobygames.com/game/32902/nhl-08/,"Xbox 360, PlayStation 3","Sports, Side view, Hockey, Managerial / business simulation, Licensed, Behind view, Diagonal-down, Direct control",Electronic Arts Canada,"Electronic Arts, Inc."
21895,The Battle for Wesnoth,2005-08-14,8.22,https://www.mobygames.com/game/21895/the-battle-for-wesnoth/,"Linux, Windows, Amiga, Macintosh, Browser, iPhone, iPad, BeOS, OS/2, Android","Strategy / tactics, Fantasy, Turn-based, Diagonal-down, Point and select, Multiple units/characters control, Turn-based strategy (TBS)",The Battle for Wesnoth Project,"Androth Softworks, Wesnoth Inc."
5510,Phantasy Star Online Ver. 2,2001-06-07,8.22,https://www.mobygames.com/game/5510/phantasy-star-online-ver-2/,"Windows, Dreamcast","Sci-fi / futuristic, Role-playing (RPG), Persistent, Behind view, Massively Multiplayer, Action RPG, Direct control","Sonic Team, SONICTEAM, Ltd.","SEGA Corporation, SEGA Enterprises Ltd., Acer TWP Corp, SEGA Europe Ltd."
36782,NBA 2K8,2007-10-02,8.22,https://www.mobygames.com/game/36782/nba-2k8/,"PlayStation 2, Xbox 360, PlayStation 3","Sports, Basketball, Licensed, Diagonal-down, 2D scrolling","Visual Concepts Entertainment, Inc.","2K Games, Inc."
73403,Danganronpa 1・2 Reload,2013-10-10,8.22,https://www.mobygames.com/game/73403/danganronpa-12-reload/,"PlayStation 4, Macintosh, PS Vita, Linux, Windows",Compilation,,"Spike Chunsoft Co., Ltd., NIS America, Inc."
6776,Kirby Super Star,1996-03-21,8.22,https://www.mobygames.com/game/6776/kirby-super-star/,"SNES, Wii, Wii U, Nintendo Switch","Action, Side view, Platform, Fantasy, 2D scrolling","HAL Laboratory, Inc.","Nintendo Co., Ltd."
5005,Metal Slug: Super Vehicle - 001,1996-05-24,8.22,https://www.mobygames.com/game/5005/metal-slug-super-vehicle-001/,"Linux, Windows, PlayStation, SEGA Saturn, Neo Geo, PSP, Neo Geo CD, Macintosh, PlayStation 3, Wii, iPhone, Android, iPad, PS Vita, PlayStation 4, Xbox One, Arcade, Nintendo Switch, Antstream, Blacknut, Gloud, Windows Apps","Action, Side view, Platform, Shooter, Tank, War, 2D scrolling","Nazca Corporation, SNK Corporation","D4 Enterprise, Inc., Nazca Corporation, SNK Corporation, HAMSTER Corporation, SNK Corporation, Playmore Corporation, SNK Playmore Corporation"
17635,Blazing Lazers,1989-07-07,8.22,https://www.mobygames.com/game/17635/blazing-lazers/,"TurboGrafx-16, Wii, PSP, Wii U, PlayStation 3","Action, Sci-fi / futuristic, Top-down, Shooter, Licensed","Compile, Hudson Soft Company, Ltd.","Hudson Soft Company, Ltd., NEC Home Electronics (U.S.A.) Inc., Hudson Entertainment, Inc., Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment, Inc."
14733,Knight Lore,1984-12,8.22,https://www.mobygames.com/game/14733/knight-lore/,"ZX Spectrum, MSX, Amstrad CPC, BBC Micro","Action, Platform, Isometric, Puzzle elements, Fantasy, Diagonal-down, Fixed / flip-screen",Ashby Computers and Graphics Limited,"Ultimate Play the Game, Dro Soft, Mastertronic Ltd., Nippon Dexter Co., Ltd., Aackosoft International B.V."
33578,Sam & Max: Season Two - What's New Beelzebub?,2008-04-10,8.22,https://www.mobygames.com/game/33578/sam-max-season-two-whats-new-beelzebub/,"Windows, Macintosh, iPhone, PlayStation Now, iPad","Adventure, Puzzle elements, Detective / mystery, Licensed, Comedy, 3rd-person (Other), Graphic adventure, Point and select","Telltale, Inc.","Telltale, Inc., GameTap LLC"
39322,The Bitmap Brothers Volume I,1992,8.22,https://www.mobygames.com/game/39322/the-bitmap-brothers-volume-i/,"DOS, Amiga, Atari ST",Compilation,,Renegade Software
57931,Minecraft: Xbox 360 Edition,2012-05-09,8.22,https://www.mobygames.com/game/57931/minecraft-xbox-360-edition/,"Xbox 360, PlayStation 3","Action, 1st-person, Fantasy, 3rd-person (Other)",Mojang AB,"Microsoft Corporation, ak tronic Software & Services GmbH, Mojang AB"
7498,Gitaroo Man,2002-02-18,8.22,https://www.mobygames.com/game/7498/gitaroo-man/,PlayStation 2,"Simulation, Music / rhythm, 3rd-person (Other)",iNiS corporation,"KOEI Corporation, KOEI Co., Ltd."
773,TFX,1993,8.22,https://www.mobygames.com/game/773/tfx/,"DOS, PlayStation, Amiga, PC-98","Simulation, 1st-person, Flight / aviation, War, 3rd-person (Other), Vehicular combat, Contemporary",Digital Image Design Ltd.,"Ocean Software Ltd., Imagineer Co., Ltd."
42287,Dragon Quest V: Hand of the Heavenly Bride,2008-07-17,8.22,https://www.mobygames.com/game/42287/dragon-quest-v-hand-of-the-heavenly-bride/,"Nintendo DS, iPhone, Android, iPad","Top-down, Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Japanese-style RPG (JRPG)",Arte Piazza Ltd.,"Square Enix, Inc., Square Enix Ltd, Square Enix Co., Ltd."
90892,Nex Machina,2017-06-20,8.22,https://www.mobygames.com/game/90892/nex-machina/,"Windows, PlayStation 4","Action, Sci-fi / futuristic, Shooter, Diagonal-down, 2D scrolling",Housemarque Ltd.,Housemarque Ltd.
57972,FIFA Soccer 13,2012-09-25,8.22,https://www.mobygames.com/game/57972/fifa-soccer-13/,"Windows, Xbox 360, PlayStation 3","Sports, Football (European) / Soccer, Licensed, Diagonal-down, 2D scrolling, Regional differences",Electronic Arts Canada,"Electronic Arts, Inc., ak tronic Software & Services GmbH"
77336,Superhot,2016-02-25,8.22,https://www.mobygames.com/game/77336/superhot/,"Linux, Windows, Macintosh, PlayStation 4, Xbox One, Nintendo Switch, Stadia, Windows Apps, Gloud","Action, 1st-person, Shooter, Fantasy, Direct control",SUPERHOT Sp. z o.o.,"MP Digital, LLC, SUPERHOT Sp. z o.o."
51025,You Don't Know Jack,2011-02-08,8.22,https://www.mobygames.com/game/51025/you-dont-know-jack/,"Windows, Xbox 360, PlayStation 3, Wii","Strategy / tactics, 1st-person, Board game, Game show / trivia / quiz, Math / logic, Geography, History, Ecology / nature, Foreign language, Science","Jellyvision Games, Inc.","ValuSoft, Inc., THQ Inc."
64417,Titanfall,2014-03-11,8.22,https://www.mobygames.com/game/64417/titanfall/,"Windows, Xbox 360, Xbox One","Action, 1st-person, Sci-fi / futuristic, Shooter, Mecha / giant robot, War, Direct control",Respawn Entertainment LLC,"ak tronic Software & Services GmbH, Electronic Arts, Inc."
68060,Metro: Redux,2014-08-26,8.22,https://www.mobygames.com/game/68060/metro-redux/,"Windows, PlayStation 4, Xbox One, Nintendo Switch",Compilation,,Koch Media GmbH (Austria)
21922,Tony Hawk's Pro Skater 2,2001-06-11,8.22,https://www.mobygames.com/game/21922/tony-hawks-pro-skater-2/,Game Boy Advance,"Action, Sports, Isometric, Skateboarding, Licensed, Tricks / stunts, Diagonal-down","Vicarious Visions, Inc.","Activision Publishing, Inc., Success Corp."
42881,Galaxy on Fire,2005,8.21,https://www.mobygames.com/game/42881/galaxy-on-fire/,"J2ME, Symbian, iPhone, Zeebo","Action, Sci-fi / futuristic, Shooter, Behind view, Space flight",Fishlabs Entertainment GmbH,Fishlabs Entertainment GmbH
40770,MotorStorm: Pacific Rift,2008-10-28,8.21,https://www.mobygames.com/game/40770/motorstorm-pacific-rift/,PlayStation 3,"Action, Racing / Driving, 1st-person, Motorcycle, Off-roading, Behind view, Direct control, Automobile, Oceania",Evolution Studios Ltd.,"Sony Computer Entertainment America Inc., Sony Computer Entertainment Europe Ltd."
3719,Metropolis Street Racer,2000-10,8.21,https://www.mobygames.com/game/3719/metropolis-street-racer/,Dreamcast,"Simulation, Racing / Driving, 1st-person, Behind view, Automobile, Street racing","Bizarre Creations, Ltd.","SEGA of America, Inc., SEGA Enterprises Ltd."
3744,Tobal 2,1997-04-25,8.21,https://www.mobygames.com/game/3744/tobal-2/,PlayStation,"Action, Sci-fi / futuristic, Fighting, Role-playing (RPG), 3rd-person (Other)","Dream Factory Co., Ltd.","Square Enix Co., Ltd., Square Co., Ltd."
50822,Rift,2011-03-01,8.21,https://www.mobygames.com/game/50822/rift/,Windows,"Role-playing (RPG), Fantasy, Persistent, Behind view, Massively Multiplayer, Action RPG, Regional differences","Trion Worlds, Inc.","Trion Worlds, Inc."
208366,Anonymous;Code,2022-07-27,8.21,https://www.mobygames.com/game/208366/anonymouscode/,"Windows, PlayStation 4, Nintendo Switch","Adventure, 1st-person, Detective / mystery, Anime / Manga, Fantasy, Visual novel, Crime, Fixed / flip-screen, Point and select, Japan (Modern/Futuristic)",MAGES. Inc.,"MAGES. Inc., Spike Chunsoft, Inc., Spike Chunsoft Co., Ltd., Spike Chunsoft US"
232002,Mouthwashing,2024-09-26,8.21,https://www.mobygames.com/game/232002/mouthwashing/,Windows,"Adventure, 1st-person, Sci-fi / futuristic, Puzzle elements, Horror, Point and select",Wrong Organ,Critical Reflex
26560,Sōkyūgurentai,1996-09,8.21,https://www.mobygames.com/game/26560/sokyugurentai/,"PlayStation, SEGA Saturn, Arcade","Action, Sci-fi / futuristic, Arcade, Top-down, Shooter","Raizing Co., Ltd.","Eighting Co., Ltd., HAMSTER Corporation, Electronic Arts Victor, Inc., Data East Corporation"
9227,Rise of Nations,2003-05-02,8.21,https://www.mobygames.com/game/9227/rise-of-nations/,Windows,"Strategy / tactics, Historical events, Real-time, Isometric, Turn-based, Diagonal-down, Free camera, Point and select, Multiple units/characters control, Real-time strategy (RTS), Turn-based strategy (TBS)","Big Huge Games, Inc.",Microsoft Corporation
46494,Sin & Punishment: Star Successor,2009-10-29,8.21,https://www.mobygames.com/game/46494/sin-punishment-star-successor/,"Wii, Wii U","Action, Sci-fi / futuristic, Arcade, Shooter, Behind view","Treasure Co., Ltd.","Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH"
13139,TOCA Race Driver 2,2004-04-13,8.21,https://www.mobygames.com/game/13139/toca-race-driver-2/,"Windows, PlayStation 2, Xbox, PSP","Racing / Driving, 1st-person, Licensed, Behind view, Vehicle simulator, Automobile, Track racing","Codemasters Software Company Limited, The","Interchannel, Ltd., Interchannel-Holon Inc., Codemasters Software Company Limited, The, Codemasters, Mastertronic Games Ltd., 1C Company"
166087,Guilty Gear: Strive,2021-06-11,8.21,https://www.mobygames.com/game/166087/guilty-gear-strive/,"Windows, Windows Apps, PlayStation 4, Xbox One, PlayStation 5, Xbox Series","Action, Side view, Fighting, Anime / Manga, 2D scrolling, Direct control","Arc System Works Co., Ltd.","Arc System Works Co., Ltd."
25088,Resistance: Fall of Man,2006-11-11,8.21,https://www.mobygames.com/game/25088/resistance-fall-of-man/,PlayStation 3,"Action, 1st-person, Sci-fi / futuristic, Shooter, Direct control, Regional differences","Insomniac Games, Inc.","Sony Computer Entertainment America Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Inc., ak tronic Software & Services GmbH"
543,X-COM: Terror from the Deep,1995,8.21,https://www.mobygames.com/game/543/x-com-terror-from-the-deep/,"DOS, Windows, PlayStation","Strategy / tactics, Sci-fi / futuristic, Isometric, Turn-based, War, Diagonal-down, Multiple units/characters control, Turn-based tactics (TBT)",MicroProse Ltd.,"2K Games, Inc., MicroProse Software, Inc."
81897,Warfare Incorporated,2003-09-12,8.21,https://www.mobygames.com/game/81897/warfare-incorporated/,"Palm OS, Windows Mobile, Zodiac, iPhone, Android","Strategy / tactics, Sci-fi / futuristic, Real-time, Diagonal-down, Point and select","Spiffcode, Inc.","Tapwave, Inc., Spiffcode, Inc., Handmark, Inc."
2637,Flight of the Intruder,1990,8.21,https://www.mobygames.com/game/2637/flight-of-the-intruder/,"DOS, Windows, Amiga, Atari ST","Simulation, 1st-person, Flight / aviation, Licensed, Vehicular combat","Spectrum Holobyte, Inc., Rowan Software Ltd.","Digital Integration Ltd., Spectrum Holobyte, Inc., Atari Interactive, Inc., Mirrorsoft Ltd."
3867,NFL 2K,1999-09-09,8.21,https://www.mobygames.com/game/3867/nfl-2k/,Dreamcast,"Sports, Football (American), Licensed, Diagonal-down, 2D scrolling, Direct control, Multiple units/characters control","Visual Concepts Entertainment, Inc.","SEGA of America, Inc., SEGA Corporation, SEGA Enterprises Ltd."
60197,Tactics Ogre: Let Us Cling Together,2010-11-11,8.21,https://www.mobygames.com/game/60197/tactics-ogre-let-us-cling-together/,PSP,"Strategy / tactics, Isometric, Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, Tactical RPG, Point and select","Square Enix Co., Ltd.","Square Enix Limited, Square Enix Co., Ltd., Square Enix, Inc."
57824,Black Mesa,2012-09-14,8.21,https://www.mobygames.com/game/57824/black-mesa/,Windows,"Action, 1st-person, Sci-fi / futuristic, Shooter, Direct control, Fangame",Black Mesa Modification Team,Black Mesa Modification Team
47017,Batman: Arkham Asylum - Game of the Year Edition,2010-03-26,8.21,https://www.mobygames.com/game/47017/batman-arkham-asylum-game-of-the-year-edition/,"Windows, Xbox 360, Macintosh, PlayStation 3, OnLive, Gloud","Action, Metroidvania, Compilation, Fantasy, Licensed, Stealth, Thriller, Behind view, Direct control, Contemporary, North America",Rocksteady Studios Ltd,"Warner Bros. Interactive Entertainment Inc., ak tronic Software & Services GmbH, Square Enix Limited, Feral Interactive Ltd."
7738,Ikaruga,2001-12,8.21,https://www.mobygames.com/game/7738/ikaruga/,"Windows, Dreamcast, GameCube, Xbox 360, Android, PlayStation 4, Arcade, Fire OS, Nintendo Switch, Xbox One","Action, Sci-fi / futuristic, Arcade, Top-down, Shooter","Treasure Co., Ltd.","GMO GameCenter USA, Inc, Treasure Co., Ltd., Microsoft Corporation, Atari Europe S.A.S.U., Pikii, ESP, Nicalis, Inc., Infogrames, Inc."
21283,Mario Tennis: Power Tour,2005-09-13,8.21,https://www.mobygames.com/game/21283/mario-tennis-power-tour/,"Game Boy Advance, Wii U","Sports, Tennis, Diagonal-down, 2D scrolling, RPG elements, Direct control",Camelot Software Planning,"Nintendo Co., Ltd."
81173,Owlboy,2016-11-01,8.21,https://www.mobygames.com/game/81173/owlboy/,"Windows, PlayStation 4, Xbox One, Nintendo Switch, Macintosh, Linux","Action, Side view, Platform, Metroidvania, Puzzle elements, Fantasy, Comedy, 2D scrolling, Direct control",D-Pad Studio AS,"SOEDESCO B.V., D-Pad Studio AS"
509,Myth II: Soulblighter,1998-12-29,8.21,https://www.mobygames.com/game/509/myth-ii-soulblighter/,"Linux, Windows, Macintosh","Action, Strategy / tactics, Real-time, Fantasy, Diagonal-down, Free camera, Multiple units/characters control, Medieval","Bungie Software Products Corporation, Bungie Studios","Bungie Software Products Corporation, Take-Two Interactive Software, Inc., Bungie Studios"
47195,Sam & Max 302: The Tomb of Sammun-Mak,2010-05-18,8.21,https://www.mobygames.com/game/47195/sam-max-302-the-tomb-of-sammun-mak/,"Windows, Macintosh, PlayStation 3","Adventure, Puzzle elements, Detective / mystery, Licensed, Comedy, 3rd-person (Other), Graphic adventure, Point and select","Telltale, Inc.","Telltale, Inc."
70,Sid Meier's Railroad Tycoon,1990,8.21,https://www.mobygames.com/game/70/sid-meiers-railroad-tycoon/,"DOS, Amiga, Atari ST, Macintosh, PC-98, FM Towns","Simulation, Strategy / tactics, Top-down, Real-time, Managerial / business simulation, Train",MPS Labs,"MicroProse Software, Inc., Digital Integration Ltd."
196,Prince of Persia,1989-10-03,8.21,https://www.mobygames.com/game/196/prince-of-persia/,"DOS, Game Boy, Game Boy Color, SNES, Genesis, Amiga, SEGA CD, NES, Atari ST, Game Gear, SEGA Master System, Apple II, TurboGrafx CD, Amstrad CPC, Macintosh, Wii, iPhone, PC-98, iPad, Nintendo 3DS, FM Towns, Sharp X68000, SAM Coupé","Action, Side view, Platform, Puzzle elements, Fixed / flip-screen, Direct control, Middle East, Regional differences","Arsys Software, Inc., Brøderbund Software, Inc.","Domark Software Ltd., NCS Corporation, Tengen Inc., Victor Musical Industries, Inc., Revelation Software, Virgin Games, Inc., Turbo Technologies, Inc., Ocean Software Ltd., Brøderbund Software, Inc., Mindscape International Ltd., Ubisoft Entertainment SA, Riverhill Soft Inc., Tec Toy Indústria de Brinquedos S.A., Softgold Computerspiele GmbH, Red Orb Entertainment, Konami Industry Co. Ltd."
25274,1701 A.D.,2006-10-26,8.21,https://www.mobygames.com/game/25274/1701-ad/,Windows,"Strategy / tactics, Real-time, Managerial / business simulation, Diagonal-down, Free camera, Point and select, Age of Discovery / Enlightenment",Related Designs Software GmbH,"ak tronic Software & Services GmbH, Ubisoft Entertainment SA, n3vrf41l Publishing, Sunflowers Interactive Entertainment Software GmbH, Aspyr Media, Inc., Noviy Disk, Koch Media GmbH (Austria)"
59123,Darksiders II,2012-11-18,8.21,https://www.mobygames.com/game/59123/darksiders-ii/,Wii U,"Action, Sci-fi / futuristic, Metroidvania, Puzzle elements, Post-apocalyptic, Behind view, RPG elements",Vigil Games,THQ Inc.
81237,The Legend of Heroes: Trails of Cold Steel II,2014-09-25,8.21,https://www.mobygames.com/game/81237/the-legend-of-heroes-trails-of-cold-steel-ii/,"Windows, PlayStation 3, PS Vita, PlayStation 4","Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, 3rd-person (Other), Free camera, Japanese-style RPG (JRPG)",Nihon Falcom Corp.,"Nihon Falcom Corp., XSEED Games, Marvelous USA, Inc."
22022,Rome: Total War - Gold Edition,2006-02-15,8.21,https://www.mobygames.com/game/22022/rome-total-war-gold-edition/,"Windows, Macintosh",Compilation,,"SEGA of America, Inc., SEGA Corporation, 1C Company, ak tronic Software & Services GmbH, SEGA Europe Ltd., Feral Interactive Ltd."
46302,NBA 2K10,2009-10-06,8.21,https://www.mobygames.com/game/46302/nba-2k10/,"Windows, PlayStation 2, PSP, Xbox 360, PlayStation 3, Wii, OnLive","Sports, Basketball, Licensed, Diagonal-down, 2D scrolling, Direct control","2K China, Visual Concepts Entertainment, Inc.","1C Company, 2K Games, Inc."
84918,Factorio,2016-02-25,8.21,https://www.mobygames.com/game/84918/factorio/,"Windows, Nintendo Switch, Linux, Macintosh","Simulation, Sci-fi / futuristic, Diagonal-down, City building / construction simulation, Sandbox / open world, Direct control",Wube Software LTD.,Wube Software LTD.
137199,Age of Empires II: Definitive Edition,2019-11-14,8.21,https://www.mobygames.com/game/137199/age-of-empires-ii-definitive-edition/,"Windows, Windows Apps, Xbox One, Xbox Series, Xbox Cloud Gaming","Strategy / tactics, Historical events, Real-time, Isometric, Diagonal-down, Free camera, Point and select, Multiple units/characters control, Africa, Asia, Europe, Medieval, Middle East, Pre-Columbian Americas, Real-time strategy (RTS)","Wicked Witch Software Pty Ltd, Tantalus Media Pty Ltd., Forgotten Empires LLC",Microsoft Corporation
36081,Bionic Commando: Rearmed,2008-08-13,8.21,https://www.mobygames.com/game/36081/bionic-commando-rearmed/,"Windows, Xbox 360, PlayStation 3, PlayStation Now","Action, Sci-fi / futuristic, Side view, Platform, Shooter, Metroidvania, 2D scrolling, Regional differences",GRIN AB,"1C Company, Capcom Co., Ltd."
22688,Half-Life 2: Episode One,2006-06-01,8.21,https://www.mobygames.com/game/22688/half-life-2-episode-one/,"Linux, Windows, Macintosh, Android","Action, 1st-person, Sci-fi / futuristic, Shooter, Puzzle elements, Post-apocalyptic, Direct control, Regional differences",Valve Corporation,"Buka Entertainment, Valve Corporation, NVIDIA Lightspeed Studios, CyberFront Corporation"
84464,Mortal Kombat XL,2016-02-29,8.21,https://www.mobygames.com/game/84464/mortal-kombat-xl/,"Windows, PlayStation 4, Xbox One",Compilation,,Warner Bros. Interactive Entertainment Inc.
14569,Interphase,1989,8.21,https://www.mobygames.com/game/14569/interphase/,"DOS, Amiga, Atari ST, Linux, Windows","Action, 1st-person, Top-down, Shooter, Cyberpunk / dark sci-fi","Assembly Line, The","Throwback Entertainment Inc., Image Works"
64356,South Park: The Stick of Truth,2014-03-04,8.21,https://www.mobygames.com/game/64356/south-park-the-stick-of-truth/,"Windows, Xbox 360, PlayStation 3, PlayStation 4, Xbox One, Nintendo Switch","Role-playing (RPG), Licensed, Turn-based, Comedy, 3rd-person (Other), Regional differences","South Park Digital Studios, Obsidian Entertainment, Inc.","Ubisoft Entertainment SA, ak tronic Software & Services GmbH"
